ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest,Location 1
263,Western Cape - City of Cape Town,1,0,Cape Town,Bellville Magistrate’s Court,WC - Bellville,"-33.903026,18.638944",Voortrekker Rd,Voortrekker Rd,07/02/2013 12:00:00 AM,07/02/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,"More than 20 people protesting outside the Bellville Magistrate’s Court in support of the alleged Cape Town International Airport faeces-tossers were arrested on Monday for being too close to the court building without permission. They were at court for the appearance of the nine people arrested at the airport last week - city councilor Luyiso Nkohla, expelled councilor Andile Lili, Yanga Njingwana, Ben Dyoni, Bantubakhe Ngobodiya, Wandesile Mkapa, Jaj Dimiso, Bongile Zamazo and Thembela Mabajwa.","9
(-33.903025, 18.638943)"
272,KwaZulu Natal - eThekwini,1,0,Durban,N2 uMngeni freeway,KZN - Durban Central,"-29.802604,30.981924",N2 uMngeni freeway,N2 uMngeni freeway,07/02/2013 12:00:00 AM,07/05/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Workers building the N2 uMngeni freeway are on an ongoing strike due to wage dispute with the contractor. National Union of Mineworkers (NUM) KZN regional coordinator, Bhekani Ngcobo, said that Rumdel Cape/EXR Joint Venture offered them R3 000 broken into five milestones, kicking in from October 30. These would also include November, December, March 2014 and August 2014.","6
(-29.802603, 30.981923)"
294,Limpopo - Thulamela,0,1,Thohoyandou,Thohoyandou Magistrate court,LP - Thohoyandou,"-22.974917,30.462563",Church Street,Church street,07/03/2013 12:00:00 AM,07/03/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"The alleged assault on an ambassador of the Special Olympics in Vhembe, international athlete Rofhiwa Manwadu, has ignited widespread uproar and outcry all over the country.","8
(-22.974917, 30.462562)"
342,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.204463,28.039799",Market St,Simmonds St,07/03/2013 12:00:00 AM,07/03/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Pikitup workers embarked on a go-slow on Wednesday, with the company having confirmed it was not running to full capacity.  Pikitup is the City of Johannesburg's waste management company.  ""We have not received a formal notification as management into the reasons, but are engaging with employees to find out what their grievances are,"" spokeswoman Desiree Ntshingila said.  ","3
(-26.204463, 28.039798)"
268,North West - Tlokwe City Council,0,0,Potchefstroom,Tlokwe local municipality offices,NW - Potchefstroom,"-26.71663,27.098297",Wolmarans Street,Sol Platjie Street,07/04/2013 12:00:00 AM,07/04/2013 12:00:00 AM,0,Election related,3,Violent,1,5,Members of the ANC burnt party T-shirts outside the Tlokwe local municipality offices in protest against the expulsion of 14 councillors,"5
(-26.716629, 27.098296)"
341,Western Cape - City of Cape Town,1,0,Cape Town,"Monwabisi, Khayelitsha sub-council offices",WC - Khayelitsha,"-33.675483,18.99115",Sangoma St,Mbeleko St,07/04/2013 12:00:00 AM,07/04/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,The protesting Monwabisi residents cite lack of proper sanitation and houses as some of their concerns. Residents of Monwabisi informal settlement have camped outside the two entrances of the building since this morning. They are demanding that Cape Town Mayor Patricia De Lille comes to receive their memorandum of grievances.,"9
(-33.675483, 18.99115)"
288,Free State - Fezile Dabi,0,0,Kroonstad,Voorspoed,FS - Kroonstad,"-27.42612,27.198029",Not applicable,Not applicable,07/05/2013 12:00:00 AM,07/06/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue.","2
(-27.42612, 27.198028)"
289,Northern Cape - Sol Plaatjie,0,0,Kimberley,Kimberley,NC - Kimberley,"-28.729067,24.754546",Not applicable,Not applicable,07/05/2013 12:00:00 AM,07/06/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue.","4
(-28.729067, 24.754546)"
290,Limpopo - Musina,0,1,Musina,Venetia,LP - Musina,"-22.34365,30.041193",Not applicable,Not applicable,07/05/2013 12:00:00 AM,07/06/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue.","8
(-22.34365, 30.041193)"
441,Western Cape - City of Cape Town,1,0,Cape Town,Western Cape High Court,WC - Cape Town Central,"-33.926184,18.417717",Queen Victoria Street,Government Ave,07/05/2013 12:00:00 AM,07/05/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,Protesters were left disappointed outside the Western Cape High Court when it emerged judgment was not expected in the school closures case. Around 30 people affiliated to the Save our Schools campaign listened carefully as their leader apologised for the misunderstanding.,"9
(-33.926183, 18.417717)"
273,North West - Rustenburg,0,0,Rustenburg,Thembelani and Khuseleka 1 mines,NW - Rustenburg,"-25.659526,27.244196",Do not know,Do not know,07/07/2013 12:00:00 AM,07/08/2013 12:00:00 AM,0,Labour related,4,Violent,1,5,Workers downed tools on Sunday in solidarity with 19 Association of Mineworkers and Construction Union (AMCU) shop stewards suspended last week for orchestrating an illegal protest that prevented other workers from returning to the surface from their underground shift.,"5
(-25.659526, 27.244195)"
276,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.457972,27.858997",Golden Highway,Golden Highway,07/07/2013 12:00:00 AM,07/07/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,Angry residents set an alleged rapist alight and burnt down his suspected accomplice’s house for allegedly kidnapping and raping young Palesa Mahase and stabbing her to death. Residents also burnt down a house believed to be owned by Palesa’s mother’s boyfriend.,"3
(-26.457972, 27.858996)"
271,KwaZulu Natal - eThekwini,1,0,Durban,Kennedy Road shack settlement,KZN - Durban Central,"-29.814105,30.978264",Kennedy road,Kennedy Road,07/08/2013 12:00:00 AM,07/09/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,Abahlali baseKennedy under the banner of Abahlali baseMjondolo demand (1) that the upgrade of Kennedy Road and the provision of housing at Cornubia for everyone that that cannot be accommodated in the Kennedy Road upgrade that was negotiated with Mayor Mlaba’s administration be implemented; (2) that formal electricity be provided to the settlement and (3) that Nigel Gumede be immediately dismissed from his post.,"6
(-29.814105, 30.978263)"
274,Gauteng - City of Johannesburg,1,0,Johannesburg,Randburg,GP - Randburg,"-26.10047,28.011417",Jan Smuts Ave,Jan Smuts Ave,07/08/2013 12:00:00 AM,07/12/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Samwu members downed tools, demanding the suspension of Metrobus acting managing director Lawrence Maqekoane, pending an investigation into allegations leveled against him, the dispute related to the recruitment of staff through Adecco recruitment services, which the union saw as a violation of a 2008 agreement on permanent staff.","3
(-26.10047, 28.011417)"
275,Gauteng - City of Johannesburg,1,0,Johannesburg,Florida,GP - Florida,"-26.150833,27.902272",100 Christiaan De Wet Rd,100 Christiaan De Wet Rd,07/08/2013 12:00:00 AM,07/12/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Pikitup employees are striking over a court ruling which says they will not be provided with transport to and from work, strikers have been blocking trucks from leaving its depots.","3
(-26.150832, 27.902272)"
277,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.478472,27.867247",124th St,124th St,07/08/2013 12:00:00 AM,07/08/2013 12:00:00 AM,0,Vigilantism,7,Peaceful,0,5,"Residents marched to Orange Farm police station, demanding that four residents arrested for arson be released. The arrested four are part of the residents who set alight the houses of the young Palesa's rapist and murderer in orange farm.","3
(-26.478472, 27.867246)"
312,KwaZulu Natal - eThekwini,1,1,Durban,Bhekulwandle,KZN - Kwamakutha,"-30.046596,30.844444",M37,M37,07/08/2013 12:00:00 AM,07/08/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Praise has been lavished on the Bhekulwandle community after residents detained and handed over house thieves to police.,"6
(-30.046596, 30.844443)"
287,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve Ward 90,GP - Soshanguve,"-25.524115,28.101148",Do not know,Do not know,07/09/2013 12:00:00 AM,07/09/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,"Soshanguve Business and Cooperation Association and Residents of ward 90 marched to their Cllr to hand over memorandum raising concerns about lack of jobs, electricity and water in their area.","3
(-25.524114, 28.101147)"
292,Gauteng - City of Johannesburg,1,0,Johannesburg,"Johannesburg, Luthuli House ANC HQ",GP - Johannesburg Central,"-26.204037,28.038111",Sauer Street,Sauer Street,07/09/2013 12:00:00 AM,07/09/2013 12:00:00 AM,0,Political causes,5,Peaceful,0,5,"The FXI in support of the Right2Know Campaign (R2K) picket outside Luthuli House, the African National Congress (ANC) headquarters in Johannesburg in opposition to the Protection of State Information Bill, which was passed on 25 April 2013","3
(-26.204037, 28.038111)"
281,Western Cape - City of Cape Town,1,0,Cape Town,St Georges Mall,WC - Cape Town Central,"-33.92293,18.420954",St Georges mall st,Short Market Street,07/10/2013 12:00:00 AM,07/10/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"About 200 people, many of them musicians, gathered to protest against the forceful removal this week of blind busker Lunga Goodman Nono. On Monday, Nono, who has occupied a spot on the corner of St George’s Mall and Shortmarket Street since 2008, was manhandled by a group of city law enforcement officers and his guitar was smashed.","9
(-33.92293, 18.420953)"
284,Limpopo - Ba-Phalaborwa,0,1,Gravelotte,"Village Main Reef mine, Consolidated Murchison",LP - Gravelotte,"-23.950398,30.618743",Gravelotte St,Smarag St,07/10/2013 12:00:00 AM,07/10/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"The strike over share-based payments began at the end of the day shift on Wednesday, the eve of industry-wide wage talks between gold producers and trade unions. According to the National Union of Mineworkers (NUM) shop steward, Sehlane Mogalaka, the group went underground on Wednesday at 05:00 for a day shift but they refused to come out after their shift ended in protest against the management's alleged refusal to pay them dividends for the shares they purchased in 2009.","8
(-23.950398, 30.618742)"
286,Gauteng - City of Tshwane,1,0,Pretoria,Winterveld,GP - Loate,"-25.414929,28.032845",Do not know,Do not know,07/10/2013 12:00:00 AM,07/10/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,A group of people ransacked a number of tuck shops in the Winterveld area after metro police demolished shacks they had erected despite stern warnings by the ward councilor. Somali shopkeepers in Winterveld kept their doors closed on Wednesday following a night of looting and attacks.,"3
(-25.414929, 28.032844)"
293,Limpopo - Vhembe,0,1,Makhado,"Shanzha, Nzhelele",LP - Siloam,"-22.962622,30.468382",Tshirenzheni Street,Tshirenzheni Street,07/10/2013 12:00:00 AM,07/10/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Fed up with the rampant crime taking place in their area, the community of Shanzha in the Nzhelele area took to the streets, showing their disapproval of crime in the area.  they boarded buses to the Thohoyandou Magistrate’s Courts, where two men accused of a spate of housebreakings and other crimes were to appear.","8
(-22.962622, 30.468381)"
283,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Missionvale,EC - Algoapark,"-33.946141,25.508162",Do not know,Do not know,07/11/2013 12:00:00 AM,07/11/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Vital documents containing the names of housing beneficiaries in Missionvale, Port Elizabeth, were destroyed in a protest. The documents were burnt after protesters set alight a container being used as an office in Missionvale. Nelson Mandela Bay municipal project manager Sipho Kohlakala said the protest was the result of a ward councilor not getting her way. He claimed the councilor wanted the municipality to employ a specific person to work in the Missionvale office.","1
(-33.94614, 25.508161)"
285,North West - Madibeng,0,0,Brits,Brits,NW - Brits,"-25.633577,27.784189",N4 road,Swartruggens Road,07/12/2013 12:00:00 AM,07/12/2013 12:00:00 AM,1,Transport related,6,Peaceful,0,5,Congress of South African Trade Unions in the North West province will be continuing with its campaign against the most expensive toll gate in the country. This time the campaign will be in a form of a motorcade which will start from Brits and the cars will drive slowly on the N4 until they reach the Swartruggens toll plaza.,"5
(-25.633576, 27.784189)"
302,North West - Tlokwe City Council,0,0,Potchefstroom,Potchefstroom,NW - Potchefstroom,"-26.716257,27.098188",Wolmarans Street,Sol Platjie Street,07/12/2013 12:00:00 AM,07/12/2013 12:00:00 AM,0,Election related,3,Peaceful,0,5,"Hundreds of residents marching to demand the reinstatement of 14 expelled councillors and dismissal of mayor Maphetle Maphetle, Zuma sent Defense Minister Nosiviwe Mapisa-Nqakula to receive their memorandum.","5
(-26.716256, 27.098188)"
303,KwaZulu Natal - eThekwini,1,0,Durban,Siyanda,KZN - Richmond,"-29.854904,30.960539",Do not know,Do not know,07/12/2013 12:00:00 AM,07/12/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,"Hundreds of residents marching to demand the reinstatement of 14 expelled councillors and dismissal of mayor Maphetle Maphetle, Zuma sent Defense Minister Nosiviwe Mapisa-Nqakula to receive their memorandum.","6
(-29.854904, 30.960539)"
291,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza,GP - Tokoza,"-26.337843,28.140693",Khumalo Street,Khumalo street,07/13/2013 12:00:00 AM,07/13/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Different political parties and friends of murdered Duduzile Zozo, stage a march against hate crimes.","3
(-26.337842, 28.140692)"
301,Gauteng - Ekurhuleni,1,0,Kempton Park,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.13515,28.22923",R21,R21,07/14/2013 12:00:00 AM,07/14/2013 12:00:00 AM,0,Political causes,5,Peaceful,0,5,"The Liv Shange Defense Campaign to welcome her back in SA. The South African Embassy in Sweden has invited her to apply afresh for a spousal visa. This appears to aid and abet the false claim by the Department of Home Affairs that they have no record of her spousal visa, despite the fact it was first issued to her as long ago as 2007 and re-issued in 2009. The SA embassy further argues that as it is holiday time in Sweden, the application will take up to three weeks. Liv has no choice but to return to the country as the children have to return to school on the 15th July. Apart from the possible consequences of the children not being able to resume their schooling on time, the financial implications of not being able to travel on the date their ticket are booked, are significant.","3
(-26.135149, 28.22923)"
306,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town,WC - Cape Town Central,"-33.909097,18.56504",Voortrekker Rd,Oxford steet,07/19/2013 12:00:00 AM,07/19/2013 12:00:00 AM,1,Service delivery,9,Peaceful,0,5,"Protesting against portable loo and bucket system, they were also there to voice their unhappiness over the fact that seven of their leaders were being held in custody, without a chance of bail.","9
(-33.909097, 18.56504)"
